BRAND;"VENDOR CODE";TITLE;QUANTITY;WEIGHT;VOLUME;DELIVERY;STOCK;PRICE,AED;MIN_LOT
MITSUBISHI;'62081A026P;"GARNISH,FR BUMPER SIDE,LH";1;0,000;0,000;"=""3/6""";AB4;145,52;1
MITSUBISHI;'62081A027P;"GARNISH,FR BUMPER SIDE,LH";3;0,000;0,000;"=""3/6""";AB4;146,07;1
MITSUBISHI;'62081A028P;"GARNISH,FR BUMPER SIDE,LH";1;0,000;0,000;"=""3/6""";AB4;145,52;1
MITSUBISHI;'62081A029P;"GARNISH,FR BUMPER SIDE,LH";1;0,000;0,000;"=""3/6""";AB4;145,52;1
MITSUBISHI;'62081W000P;"GARNISH,FR BUMPER SIDE";87;0,418;0,000;"=""3/6""";AB4;62,94;1
MITSUBISHI;'62082W000P;"GARNISH,FR BUMPER SIDE";5;0,000;0,000;"=""3/6""";AB4;243,21;1
MITSUBISHI;'62083W000P;"GARNISH,FR BUMPER SIDE";4;0,000;0,000;"=""3/6""";AB4;212,31;1
MITSUBISHI;'62088W000P;"GARNISH,FR BUMPER SIDE";7;0,000;0,000;"=""3/6""";AB4;185,78;1
MITSUBISHI;'62089W000P;"GARNISH,FR BUMPER SIDE";2;0,000;0,000;"=""3/6""";AB4;183,68;1
MITSUBISHI;'620C2A000P;"BRKT,HEADLAMP SUPPORT,RH";4;0,070;0,000;"=""3/6""";AB4;14,61;1
MITSUBISHI;'620C3A000P;"BRKT,HEADLAMP SUPPORT,LH";4;0,070;0,000;"=""3/6""";AB4;13,62;1
MITSUBISHI;'62214A010P;"STAY,FR BUMPER,RH";4;0,000;0,000;"=""3/6""";AB4;53,47;1
MITSUBISHI;'62222A000P;"BRKT,FR BUMPER SUPPORT,RH";17;0,066;0,000;"=""3/6""";AB4;10,17;1
MITSUBISHI;'62223A000P;"HRKT,FR BUMPER SUPPORT,LH";23;0,064;0,000;"=""3/6""";AB4;13,43;1
MITSUBISHI;'62223B000P;"BRACKET,FR BUMPER SIDE,LH";1;0,000;0,000;"=""3/6""";AB4;28,30;1
MITSUBISHI;'62254W020P;"GRILLE,FR BUMPER";2;0,000;0,000;"=""3/6""";AB4;70,46;1
MITSUBISHI;'62256W000P;"COVER,FR BUMPER";5;0,000;0,000;"=""3/6""";AB4;149,74;1
MITSUBISHI;'622A6W020P;"COVER,HEADLAMP SUPT PANEL";1;0,000;0,000;"=""3/6""";AB4;143,94;1
MITSUBISHI;'62310A040P;GRILLE,RADIATOR;31;4,840;0,000;"=""3/6""";AB4;233,52;1
MITSUBISHI;'62310A067P;GRILLE,RADIATOR;4;2,112;10,000;"=""3/6""";AB4;552,81;1
MITSUBISHI;'62310W070P;"GRILLE ASSY,RADIATOR";6;2,376;0,000;"=""3/6""";AB4;679,13;1
MITSUBISHI;'62310W120P;GRILLE,RADIATOR;69;3,014;0,000;"=""3/6""";AB4;568,48;1
MITSUBISHI;'62310W140P;"GRILLE ASSY,RADIATOR";1;0,000;0,000;"=""3/6""";AB4;668,20;1
MITSUBISHI;'62310W160P;GRILLE,RADIATOR;5;1,848;10,000;"=""3/6""";AB4;584,59;1
MITSUBISHI;'62310W230P;GRILLE,RADIATOR;2;0,000;0,000;"=""3/6""";AB4;640,42;1
MITSUBISHI;'62322A000P;"COVER,FR BUMPER GRILLE";3;0,000;0,000;"=""3/6""";AB4;146,29;1
MITSUBISHI;'62472W001P;"BEZEL,FR T/SIG & FOG LP,RH";6;0,103;5,000;"=""3/6""";AB4;102,43;1
MITSUBISHI;'62473W001P;"BEZEL,FR T/SIG & FOG LP,LH";1;0,101;0,460;"=""3/6""";AB4;102,98;1
MITSUBISHI;'62500W080P;"PANEL ASSY,FR END";1;0,000;0,000;"=""3/6""";AB4;897,87;1
MITSUBISHI;'62500W090P;"PANEL ASSY,FR END";1;0,000;0,000;"=""3/6""";AB4;897,87;1
MITSUBISHI;'62511W000P;"PANEL,HEADLAMP SUPPORT,UPR";7;2,706;0,000;"=""3/6""";AB4;205,08;1
MITSUBISHI;'62511W040P;"PANEL,HEADLAMP SUPPORT,UPR";1;0,000;0,000;"=""3/6""";AB4;298,63;1
MITSUBISHI;'62511W230P;"PANEL,HEADLAMP SUPPORT,UPR";6;4,455;5,000;"=""3/6""";AB4;362,78;1
MITSUBISHI;'62512A020P;"REINF,FR END PANEL,UPR RH";2;0,000;0,000;"=""3/6""";AB4;177,30;1
MITSUBISHI;'62520A020P;"PANEL,FR END SIDE,RH";1;1,111;0,000;"=""3/6""";AB4;193,96;1
MITSUBISHI;'62521A020P;"PANEL,FR END SIDE,LH";1;0,000;0,000;"=""3/6""";AB4;193,96;1
MITSUBISHI;'62522W010P;"PANEL,HEADLAMP SUPPORT,LWR";1;2,655;0,000;"=""3/6""";AB4;170,36;1
MITSUBISHI;'62523W010P;"PANEL,HEADLAMP SUPPORT,LWR";1;2,589;0,000;"=""3/6""";AB4;166,54;1
MITSUBISHI;'62530A030P;"CROSSMEMBER,CHASSIS FRAME";2;2,739;0,000;"=""3/6""";AB4;289,71;1
MITSUBISHI;'62530W020P;"PANEL,HEADLAMP SUPPORT,LWR";9;9,900;0,000;"=""3/6""";AB4;266,81;1
MITSUBISHI;'62550A040P;"STAY,FR END STRUCTURE";3;0,935;0,000;"=""3/6""";AB4;75,35;1
MITSUBISHI;'62560A010P;"BRACKET,HEADLAMP SUPPORT";2;0,000;0,000;"=""3/6""";AB4;261,27;1
MITSUBISHI;'62561A010P;"BRACKET,HEADLAMP SUPPORT";3;0,000;0,000;"=""3/6""";AB4;261,27;1
MITSUBISHI;'62890B000P;MARK,THREE-DIA;5;0,000;0,000;"=""3/6""";AB4;73,73;1
MITSUBISHI;'63100A120P;"FENDER,FR RH";3;0,000;0,000;"=""3/6""";AB4;892,91;1
MITSUBISHI;'63100W050P;"FENDER,FR RH";4;4,719;65,000;"=""3/6""";AB4;546,39;1
MITSUBISHI;'63100W110P;"FENDER,FR RH";2;0,000;0,000;"=""3/6""";AB4;503,27;1
MITSUBISHI;'63101W060P;"FENDER,FR LH";35;4,224;15,000;"=""3/6""";AB4;549,88;1
MITSUBISHI;'63101W070P;"FENDER,FR LH";2;4,719;65,000;"=""3/6""";AB4;734,40;1
MITSUBISHI;'63101W110P;"FENDER,FR LH";2;0,000;0,000;"=""3/6""";AB4;388,36;1
MITSUBISHI;'6310A170;"PLUG,SEAT CONTROL SWITCH";1;0,000;0,000;"=""3/6""";AB4;18,06;1
MITSUBISHI;'63112W050P;"FENDER,FR RH";7;3,410;15,000;"=""3/6""";AB4;619,31;1
MITSUBISHI;'63112W110P;"FENDER,FR RH";3;3,292;15,000;"=""3/6""";AB4;722,22;1
MITSUBISHI;'63112W310P;"FENDER,FR RH";1;0,000;0,000;"=""3/6""";AB4;567,31;1
MITSUBISHI;'63112W350P;"FENDER,FR RH";5;0,000;0,000;"=""3/6""";AB4;648,53;1
MITSUBISHI;'63113W060P;"FENDER,FR LH";4;3,410;15,000;"=""3/6""";AB4;454,31;1
MITSUBISHI;'63113W140P;"FENDER,FR LH";2;3,300;15,000;"=""3/6""";AB4;712,71;1
MITSUBISHI;'63113W370P;"FENDER,FR LH";4;0,000;0,000;"=""3/6""";AB4;567,31;1
MITSUBISHI;'63123W000P;"REINFORCEMENT,FR FENDER,LH";2;0,000;0,000;"=""3/6""";AB4;32,11;1
MITSUBISHI;'63142A090P;"BRACKET,FR FENDER";10;0,000;0,000;"=""3/6""";AB4;7,67;1
MITSUBISHI;'6320A211;"INSULATOR,FR SUSP STRUT,LH";1;0,000;0,000;"=""3/6""";AB4;41,21;1
MITSUBISHI;'6320A219;"INSULATOR,FR SUSP STRUT,LH";2;0,231;0,000;"=""3/6""";AB4;97,26;1
MITSUBISHI;'6320A312;"INSULATOR,FR SUSP STRUT,RH";1;0,269;0,000;"=""3/6""";AB4;110,65;1
MITSUBISHI;'6369A108;"CYLINDER & KEY SET,LOCK";1;0,000;0,000;"=""3/6""";AB4;727,50;1
MITSUBISHI;'6369A118;"CYLINDER & KEY SET,LOCK";1;0,000;0,000;"=""3/6""";AB4;727,50;1
MITSUBISHI;'6369A158;"CYLINDER,FR DOOR LOCK,LH";1;0,129;0,000;"=""3/6""";AB4;139,72;1
MITSUBISHI;'6369A209;"CYLINDER & KEY SET,LOCK";1;0,333;0,000;"=""3/6""";AB4;555,09;1
MITSUBISHI;'6369A263;"CYLINDER & KEY SET,LOCK";1;0,000;0,000;"=""3/6""";AB4;862,16;1
MITSUBISHI;'6370A184;"CYLINDER,STEERING LOCK";1;0,255;0,000;"=""3/6""";AB4;100,08;1
MITSUBISHI;'6370A477;"KEY,DOOR LOCK TRANSMITTER";1;0,000;0,000;"=""3/6""";AB4;291,99;1
MITSUBISHI;'6370A619;"KEY,DOOR LOCK TRANSMITTER";1;0,000;0,000;"=""3/6""";AB4;280,64;1
MITSUBISHI;'6370A924HA;"CYLINDER & KEY SET,LOCK";1;0,752;0,000;"=""3/6""";AB4;234,44;1
MITSUBISHI;'6370A929;"CYLINDER,FR DOOR LOCK,LH";5;0,164;0,000;"=""3/6""";AB4;71,86;1
MITSUBISHI;'6370A930;"CYLINDER,FR DOOR LOCK,RH";2;0,162;0,000;"=""3/6""";AB4;77,18;1
MITSUBISHI;'6370B021;"CYLINDER,FR DOOR LOCK,LH";3;0,138;0,000;"=""3/6""";AB4;81,22;1
MITSUBISHI;'6370B451;"CYLINDER,FR DOOR LOCK,LH";1;0,136;0,000;"=""3/6""";AB4;64,41;1
MITSUBISHI;'6370B648;KEY,BLANK;1;0,011;0,000;"=""3/6""";AB4;17,91;1
MITSUBISHI;'6370B704;KEY,TRANSPONDER;1;0,000;0,000;"=""3/6""";AB4;89,18;1
MITSUBISHI;'6370B938;"KEY,DOOR LOCK TRANSMITTER";1;0,000;0,000;"=""3/6""";AB4;292,02;1
MITSUBISHI;'6370B941;"KEY,DOOR LOCK TRANSMITTER";2;0,033;0,000;"=""3/6""";AB4;271,21;1
MITSUBISHI;'6370B944;"KEY,DOOR LOCK TRANSMITTER";1;0,029;0,000;"=""3/6""";AB4;258,00;1
MITSUBISHI;'6370C012;"CYLINDER,STEERING LOCK";1;0,000;0,000;"=""3/6""";AB4;147,09;1
MITSUBISHI;'6370C025;COVER,TRANSMITTER;1;0,000;0,000;"=""3/6""";AB4;96,74;1
MITSUBISHI;'6370C042;"CYLINDER,FR DOOR LOCK,RH";1;0,154;0,000;"=""3/6""";AB4;240,97;1
MITSUBISHI;'6370C077;COVER,TRANSMITTER;1;0,018;0,000;"=""3/6""";AB4;64,63;1
MITSUBISHI;'6370C087;COVER,TRANSMITTER;1;0,022;0,000;"=""3/6""";AB4;99,20;1
MITSUBISHI;'6370C110;"CYLINDER,STEERING LOCK";3;0,000;0,000;"=""3/6""";AB4;119,90;1
MITSUBISHI;'6370C116;"CYLINDER,STEERING LOCK";2;0,000;0,000;"=""3/6""";AB4;578,61;1
MITSUBISHI;'6370C119;"CYLINDER,FR DOOR LOCK,LH";10;0,000;0,000;"=""3/6""";AB4;120,19;1
MITSUBISHI;'6370C123;"CYLINDER,FR DOOR LOCK,LH";4;0,000;0,000;"=""3/6""";AB4;132,78;1
MITSUBISHI;'6370C155;"KEY,BLANK SECONDARY";6;0,017;0,000;"=""3/6""";AB4;16,44;1
MITSUBISHI;'6370C158;"KEY,BLANK SECONDARY";1;0,015;0,000;"=""3/6""";AB4;37,65;1
MITSUBISHI;'63810A001P;"OVERFENDER,FR RH";1;0,000;0,000;"=""3/6""";AB4;281,49;1
MITSUBISHI;'63810B000P;"MOULDING,FR WHEEL ARCH,RH";1;0,000;0,000;"=""3/6""";AB4;165,15;1
MITSUBISHI;'63810W030P;"MOULDING,FR WHEEL ARCH,RH";2;1,320;15,000;"=""3/6""";AB4;153,22;1
MITSUBISHI;'63811A001P;"OVERFENDER,FR LH";1;0,000;0,000;"=""3/6""";AB4;281,49;1
MITSUBISHI;'63811B000P;"MOULDING,FR WHEEL ARCH,LH";2;0,000;0,000;"=""3/6""";AB4;156,05;1
MITSUBISHI;'63811W030P;"MOULDING,FR WHEEL ARCH,LH";2;0,000;0,000;"=""3/6""";AB4;153,22;1
MITSUBISHI;'63811W080P;"MOULDING,FR WHEEL ARCH,LH";1;0,000;0,000;"=""3/6""";AB4;156,93;1
MITSUBISHI;'63832A010P;"SHIELD,F/FNDR SPLASH,INR";1;0,000;0,000;"=""3/6""";AB4;62,39;1
MITSUBISHI;'63840A000P;"SHIELD,FR WHEELHOUSE,RH";4;1,320;8,000;"=""3/6""";AB4;139,13;1
MITSUBISHI;'63840A040P;"SHIELD,FR WHEELHOUSE,RH";3;0,000;0,000;"=""3/6""";AB4;167,13;1
MITSUBISHI;'63840W050P;"SHIELD FR WHEELHOUSE RH";1;0,000;0,000;"=""3/6""";AB4;159,17;1
MITSUBISHI;'63840W080P;"SHIELD,FR WHEELHOUSE,RH";3;0,800;0,000;"=""3/6""";AB4;125,07;1
MITSUBISHI;'63840W180P;"SHIELD,FR WHEELHOUSE,RH";27;0,000;0,000;"=""3/6""";AB4;131,28;1
MITSUBISHI;'63841A000P;"SHIELD,FR WHEELHOUSE,LH";7;0,165;10,000;"=""3/6""";AB4;139,09;1
MITSUBISHI;'63841W040P;"SHIELD,FR WHEELHOUSE,LH";2;0,000;0,000;"=""3/6""";AB4;145,74;1
MITSUBISHI;'63841W170P;"SHIELD,FR WHEELHOUSE,LH";3;0,000;0,000;"=""3/6""";AB4;137,70;1
MITSUBISHI;'63841W180P;"SHIELD,FR WHEELHOUSE,LH";7;0,000;0,000;"=""3/6""";AB4;132,93;1
MITSUBISHI;'63845A000P;"SHIELD,FR WHEELHOUSE,LH";1;0,000;0,000;"=""3/6""";AB4;144,12;1
MITSUBISHI;'6400A125;"FACE,FR BUMPER";2;5,280;0,000;"=""3/6""";AB4;1655,32;1
MITSUBISHI;'6400A323;"BRACKET,HEADLAMP SUPPORT";8;0,044;0,132;"=""3/6""";AB4;11,45;1
MITSUBISHI;'6400A324;"BRACKET,HEADLAMP SUPPORT";1;0,040;0,132;"=""3/6""";AB4;11,19;1
MITSUBISHI;'6400A325;"BRACKET,HEADLAMP SUPPORT";2;0,036;0,105;"=""3/6""";AB4;9,87;1
MITSUBISHI;'6400A326;"BRACKET,HEADLAMP SUPPORT";5;0,038;0,105;"=""3/6""";AB4;9,14;1
MITSUBISHI;'6400A327;"BRACKET,HEADLAMP SUPPORT";7;0,030;0,087;"=""3/6""";AB4;8,33;1
MITSUBISHI;'6400A328;"BRACKET,HEADLAMP SUPPORT";7;0,031;0,087;"=""3/6""";AB4;9,76;1
MITSUBISHI;'6400A329;"BRACKET,HEADLAMP SUPPORT";12;0,124;0,381;"=""3/6""";AB4;24,52;1
MITSUBISHI;'6400A330;"BRACKET,HEADLAMP SUPPORT";3;0,123;0,378;"=""3/6""";AB4;23,71;1
MITSUBISHI;'6400A376;"REINFORCEMENT,FR BUMPER";1;1,056;10,000;"=""3/6""";AB4;285,56;1
MITSUBISHI;'6400A390;"DUCT,T/M OIL COOLER,FR";1;0,255;0,696;"=""3/6""";AB4;69,62;1
MITSUBISHI;'6400A392BA;"COVER,FR BUMPER";1;0,007;0,021;"=""3/6""";AB4;38,24;1
MITSUBISHI;'6400A392WA;"COVER,FR BUMPER";1;0,000;0,000;"=""3/6""";AB4;40,37;1
MITSUBISHI;'6400A526;"REINFORCEMENT FR. BU";1;1,320;10,000;"=""3/6""";AB4;286,85;1
MITSUBISHI;'6400A583HA;"COVER,FR BUMPER LAMP";15;0,040;0,000;"=""3/6""";AB4;36,70;1
MITSUBISHI;'6400A585;"COVER,FR BUMPER LAMP";2;0,049;7,000;"=""3/6""";AB4;13,51;1
MITSUBISHI;'6400A587;"BRACKET,FR BUMPER SI";1;0,096;0,261;"=""3/6""";AB4;29,32;1
MITSUBISHI;'6400A588;"BRACKET,FR BUMPER SIDE,RH";3;0,085;0,246;"=""3/6""";AB4;29,32;1
MITSUBISHI;'6400A589;"BRACKET,FR BUMPER,LH";4;0,398;0,000;"=""3/6""";AB4;43,89;1
MITSUBISHI;'6400A590;"BRACKET,FR BUMPER,RH";2;0,359;0,000;"=""3/6""";AB4;47,56;1
MITSUBISHI;'6400A593;"BRKT,FR BUMPER SUPPORT,LH";30;0,067;0,183;"=""3/6""";AB4;9,36;1
MITSUBISHI;'6400A594;"BRKT,FR BUMPER SUPPORT,RH";42;0,067;0,000;"=""3/6""";AB4;9,14;1
MITSUBISHI;'6400A810;"REINF,FR BUMPER SIDE,RH";2;0,120;0,000;"=""3/6""";AB4;18,28;1
MITSUBISHI;'6400A826HA;"COVER,FR BUMPER";5;0,008;7,000;"=""3/6""";AB4;22,53;1
MITSUBISHI;'6400A826HD;"COVER,FR BUMPER";13;0,008;0,021;"=""3/6""";AB4;18,68;1
MITSUBISHI;'6400A826HM;"COVER,FR BUMPER";1;0,007;0,021;"=""3/6""";AB4;23,30;1
MITSUBISHI;'6400A826WA;"COVER,FR BUMPER";1;0,008;0,021;"=""3/6""";AB4;21,40;1
MITSUBISHI;'6400A826XA;"COVER,FR BUMPER";2;0,008;0,021;"=""3/6""";AB4;22,28;1
MITSUBISHI;'6400A831;"COVER,HEADLAMP SUPT PANEL";1;0,660;3,000;"=""3/6""";AB4;62,87;1
MITSUBISHI;'6400A832;"REINFORCEMENT,FR BUMPER";19;0,940;0,000;"=""3/6""";AB4;159,83;1
MITSUBISHI;'6400A851;"SUPPORT,FR BUMPER,LH";1;0,075;0,216;"=""3/6""";AB4;10,61;1
MITSUBISHI;'6400B000;"FACE,FR BUMPER";1;3,971;25,000;"=""3/6""";AB4;1094,83;1
MITSUBISHI;'6400B107;"BRACKET,FR BUMPER SIDE,LH";7;0,067;0,183;"=""3/6""";AB4;14,13;1
MITSUBISHI;'6400B108;"BRACKET,FR BUMPER SIDE,RH";6;0,066;0,000;"=""3/6""";AB4;14,35;1
MITSUBISHI;'6400B344HA;"COVER,FR BUMPER";1;1,089;25,000;"=""3/6""";AB4;284,76;1
MITSUBISHI;'6400B398;"GARNISH,FR BUMPER,CTR";1;3,200;10,000;"=""3/6""";AB4;610,06;1
MITSUBISHI;'6400B616;"REINFORCEMENT,FR BUMPER";1;3,410;10,000;"=""3/6""";AB4;274,44;1
MITSUBISHI;'6400B758WB;"FACE KIT,FR BUMPER";1;4,070;25,000;"=""3/6""";AB4;1920,69;1
MITSUBISHI;'6400B822;"BRACKET,FR BUMPER";1;0,000;0,000;"=""3/6""";AB4;9,29;1
MITSUBISHI;'6400B906;"COVER,FR BUMPER GRILLE";5;0,010;0,027;"=""3/6""";AB4;3,16;1
MITSUBISHI;'6400B907;"COVER,FR BUMPER GRILLE";2;0,007;0,030;"=""3/6""";AB4;3,12;1
MITSUBISHI;'6400B998;"REINFORCEMENT,FR BUMPER";1;9,735;10,000;"=""3/6""";AB4;396,43;1
MITSUBISHI;'6400BW050P;"FACE,FR BUMPER";19;5,830;25,000;"=""3/6""";AB4;719,32;1
MITSUBISHI;'6400C085;"COVER,HEADLAMP SUPT PANEL";2;0,000;0,000;"=""3/6""";AB4;62,39;1
MITSUBISHI;'6400C164;"FACE KIT,FR BUMPER";1;0,000;0,000;"=""3/6""";AB4;868,25;1
MITSUBISHI;'6400C173;"GARNISH,FR BUMPER,LH";1;0,081;25,000;"=""3/6""";AB4;27,30;1
MITSUBISHI;'6400C177HA;"BEZEL,FR FOG LAMP,LH";3;0,034;0,000;"=""3/6""";AB4;28,11;1
MITSUBISHI;'6400C208;"COVER,FR BUMPER";1;1,075;25,000;"=""3/6""";AB4;194,99;1
MITSUBISHI;'6400C444;"REINFORCEMENT,FR BUMPER";5;0,658;0,000;"=""3/6""";AB4;209,67;1
MITSUBISHI;'6400C454;"BRACKET,FR BUMPER MTG,RH";1;0,128;0,348;"=""3/6""";AB4;26,61;1
MITSUBISHI;'6400C455;"BRACKET,FR BUMPER SIDE,LH";9;0,032;0,087;"=""3/6""";AB4;10,06;1
MITSUBISHI;'6400C456;"BRACKET,FR BUMPER SIDE,RH";11;0,030;0,090;"=""3/6""";AB4;9,14;1
MITSUBISHI;'6400C639;"REINFORCEMENT,FR BUMPER";2;9,867;10,000;"=""3/6""";AB4;523,34;1
MITSUBISHI;'6400C726;DAMPER,HOOD;3;0,024;0,000;"=""3/6""";AB4;6,72;1
MITSUBISHI;'6400C881;"BRKT,FR BMPR SIDE ,UPR LH";1;0,036;0,000;"=""3/6""";AB4;8,84;1
MITSUBISHI;'6400C884;"BRKT,FR BMPR SIDE,LWR RH";2;0,042;0,000;"=""3/6""";AB4;8,92;1
MITSUBISHI;'6400C948;"COVER,HEADLAMP SUPT PANEL";2;0,770;3,500;"=""3/6""";AB4;122,61;1
MITSUBISHI;'6400C964;"GARNISH,FR BUMPER,CTR";1;0,273;0,000;"=""3/6""";AB4;213,56;1
MITSUBISHI;'6400C966;"REINFORCEMENT,FR BUMPER";5;0,550;0,000;"=""3/6""";AB4;163,90;1
MITSUBISHI;'6400D078;"BRACKET,FR BUMPER,RH";1;0,070;0,000;"=""3/6""";AB4;14,13;1
MITSUBISHI;'6400D172;"FACE,FR BUMPER";1;4,620;25,000;"=""3/6""";AB4;1053,62;1
MITSUBISHI;'6400D315;"BRACKET,FR BUMPER SIDE,LH";16;0,048;0,132;"=""3/6""";AB4;6,83;1
MITSUBISHI;'6400D316;"BRACKET,FR BUMPER SIDE,RH";18;0,048;0,000;"=""3/6""";AB4;6,90;1
MITSUBISHI;'6400D340;"FACE,FR BUMPER";3;4,488;25,000;"=""3/6""";AB4;848,39;1
MITSUBISHI;'6400D366BA;"COVER,FR BUMPER";1;0,017;0,045;"=""3/6""";AB4;13,80;1
MITSUBISHI;'6400D366HB;"COVER,FR BUMPER";1;0,017;0,075;"=""3/6""";AB4;12,99;1
MITSUBISHI;'6400D366WC;"COVER,FR BUMPER";1;0,000;0,000;"=""3/6""";AB4;13,18;1
MITSUBISHI;'6400D366XA;"COVER,FR BUMPER";2;0,020;0,090;"=""3/6""";AB4;28,30;1
MITSUBISHI;'6400D366YA;"COVER,FR BUMPER";1;0,011;0,000;"=""3/6""";AB4;27,97;1
MITSUBISHI;'6400D368;"GRILLE,FR UNDER";5;1,122;25,000;"=""3/6""";AB4;98,87;1
MITSUBISHI;'6400D430;"FACE,FR BUMPER";1;4,730;25,000;"=""3/6""";AB4;1063,60;1
MITSUBISHI;'6400D571;"GARNISH,FR BUMPER,LH";1;0,088;0,400;"=""3/6""";AB4;28,48;1
MITSUBISHI;'6400D581;"REINF,FR BUMPER SIDE,LH";2;0,560;0,000;"=""3/6""";AB4;52,85;1
MITSUBISHI;'6400D582;"REINF,FR BUMPER SIDE,RH";1;0,558;0,000;"=""3/6""";AB4;56,55;1
MITSUBISHI;'6400D624HB;"FACE,FR BUMPER";1;31,284;0,000;"=""3/6""";AB4;1228,79;1
MITSUBISHI;'6400D922;"BRACKET,RADIATOR GRILLE,LH";1;0,074;0,222;"=""3/6""";AB4;11,34;1
MITSUBISHI;'6400D925HB;"EXTENSION,FR BUMPER";3;0,792;7,000;"=""3/6""";AB4;450,82;1
MITSUBISHI;'6400F046;"REINF,F/BMPR SIDE,LWRRH";1;0,083;0,000;"=""3/6""";AB4;19,27;1
MITSUBISHI;'6400F060;"GARNISH,FR BUMPER,RH";7;0,086;0,000;"=""3/6""";AB4;40,88;1
MITSUBISHI;'6400F205WB;"COVER,FR BUMPER";4;0,015;0,042;"=""3/6""";AB4;10,72;1
MITSUBISHI;'6400F205XA;"COVER,FR BUMPER";2;0,017;0,045;"=""3/6""";AB4;11,63;1
MITSUBISHI;'6400F221;"BRACKET,FR BUMPER,LH";3;0,061;0,000;"=""3/6""";AB4;9,69;1
MITSUBISHI;'6400F537;"REINF,FR BUMPER SIDE,LH";1;0,000;0,000;"=""3/6""";AB4;57,80;1
MITSUBISHI;'6400F538;"REINF,FR BUMPER SIDE,RH";1;0,000;0,000;"=""3/6""";AB4;75,24;1
MITSUBISHI;'6400F549;"BRACKET,FR BUMPER SIDE,LH";163;0,060;0,192;"=""3/6""";AB4;12,77;1
MITSUBISHI;'6400F550;"BRACKET,FR BUMPER SIDE,RH";157;0,050;0,186;"=""3/6""";AB4;13,43;1
MITSUBISHI;'6400F756;"FACE,FR BUMPER";2;4,730;25,000;"=""3/6""";AB4;891,81;1
MITSUBISHI;'6400F757;"FACE,FR BUMPER";4;4,697;25,000;"=""3/6""";AB4;916,99;1
MITSUBISHI;'6400F774;"REINFORCEMENT,FR BUMPER";2;2,189;10,000;"=""3/6""";AB4;234,59;1
MITSUBISHI;'6400F775;"BRKT,FR BUMPER SUPPORT,LH";26;0,056;0,168;"=""3/6""";AB4;13,51;1
MITSUBISHI;'6400F776;"BRKT,FR BUMPER SUPPORT,RH";18;0,058;0,000;"=""3/6""";AB4;13,40;1
MITSUBISHI;'6400F880;"BRACKET,FR BUMPER SIDE,RH";4;0,050;0,138;"=""3/6""";AB4;21,51;1
MITSUBISHI;'6400F912;"EXTENSION,FR BUMPER";1;0,781;7,000;"=""3/6""";AB4;126,80;1
MITSUBISHI;'6400G121;"GARNISH,FR BUMPER,LH";25;0,202;0,000;"=""3/6""";AB4;91,20;1
MITSUBISHI;'6400G122;"GARNISH,FR BUMPER,RH";28;0,198;0,000;"=""3/6""";AB4;94,21;1
MITSUBISHI;'6400G149;"REINF,FR BUMPER SIDE,LH";2;0,152;0,000;"=""3/6""";AB4;15,56;1
MITSUBISHI;'6400G150;"REINF,FR BUMPER SIDE,RH";3;0,153;0,000;"=""3/6""";AB4;17,43;1
MITSUBISHI;'6400G163;"GARNISH,FR BUMPER,LH";3;0,109;0,000;"=""3/6""";AB4;28,44;1
MITSUBISHI;'6400G164;"GARNISH,FR BUMPER,RH";8;0,112;0,510;"=""3/6""";AB4;28,96;1
MITSUBISHI;'6400G173;"BRACKET,FR BUMPER SIDE,LH";13;0,056;0,000;"=""3/6""";AB4;6,09;1
MITSUBISHI;'6400G174;"BRACKET,FR BUMPER SIDE,RH";15;0,056;0,153;"=""3/6""";AB4;5,73;1
MITSUBISHI;'6400G177;"STAY,FR BUMPER,LH";2;0,114;0,000;"=""3/6""";AB4;15,49;1
MITSUBISHI;'6400G178;"STAY,FR BUMPER,RH";1;0,114;0,000;"=""3/6""";AB4;16,85;1
MITSUBISHI;'6400G195;"REINFORCEMENT,FR BUMPER";2;2,464;0,000;"=""3/6""";AB4;241,12;1
MITSUBISHI;'6400G211;"BRACKET,FR BUMPER SIDE,LH";1;0,076;0,207;"=""3/6""";AB4;14,28;1
MITSUBISHI;'6400G233;"GARNISH,FR FOG LAMP,LH";1;0,084;0,222;"=""3/6""";AB4;44,81;1
MITSUBISHI;'6400G234;"GARNISH,FR FOG LAMP,RH";4;0,084;0,000;"=""3/6""";AB4;41,80;1
MITSUBISHI;'6400G347;"FACE,FR BUMPER";4;4,774;25,000;"=""3/6""";AB4;1124,93;1
MITSUBISHI;'6400G474;"COVER,FR BUMPER GRILLE";3;0,616;2,800;"=""3/6""";AB4;166,10;1
MITSUBISHI;'6400G485;"BRACKET,FR BUMPER SIDE,LH";6;0,056;0,153;"=""3/6""";AB4;6,24;1
MITSUBISHI;'6400G486;"BRACKET,FR BUMPER SIDE,RH";8;0,055;0,150;"=""3/6""";AB4;6,72;1
MITSUBISHI;'6400G531RA;"COVER,FR BUMPER";1;0,020;0,054;"=""3/6""";AB4;23,05;1
MITSUBISHI;'6400G531RB;"COVER,FR BUMPER";1;0,019;0,051;"=""3/6""";AB4;23,05;1
MITSUBISHI;'6400G531WC;"COVER,FR BUMPER";1;0,020;0,054;"=""3/6""";AB4;23,05;1
MITSUBISHI;'6400G531XA;"COVER,FR BUMPER";4;0,018;0,080;"=""3/6""";AB4;22,17;1
